,r5c4
0,0.0004076350209528464
1,0.00039892963045466256
2,0.00039507237189072796
3,0.0003877644604358316
4,0.0003737042038756217
5,0.0003680702228066678
6,0.000361367474448372
7,0.0003563582516954589
8,0.0003568148680303731
9,0.0003570541254649554
10,0.00035552788479332803
11,0.00035250224461546957
12,0.0003498420767063565
13,0.00035022417374626716
14,0.00035237131602076514
15,0.0003643182301121766
16,0.00036904332218320573
17,0.00036914112297526297
18,0.00036290484699664957
19,0.0003609790615536865
20,0.0003603213750880793
21,0.0003707643025219891
22,0.0003728863128562458
23,0.0003743085683598991
24,0.0003740683175295003
25,0.0003723186699300695
26,0.00037016838677173984
27,0.00036535890962176423
28,0.000363624615831204
29,0.0003631358991765705
30,0.00036661583776577124
31,0.0003686946645995318
32,0.00037579053474346704
33,0.0003886670433181561
34,0.0003934560584621456
35,0.00040897266737653583
36,0.0004285742075411705
37,0.00043693188515562354
38,0.00046470576644070115
39,0.0004906996966843558
40,0.000503270877263487
41,0.0005474183125727659
42,0.0005762931150323653
43,0.0005901747989553749
44,0.0006374909234400961
45,0.0006588851632257995
46,0.0006705751432805988
47,0.0007106145947131844
48,0.0007201128222039001
49,0.00072564778995355
50,0.0007255559495363921
51,0.0007171876610911339
52,0.0007033649965666372
53,0.0006298371495446566
54,0.0005995581528808332
55,0.0005574485911758187
56,0.00047988498599651304
57,0.000461936860646374
58,0.0004341782406480076
59,0.0003969316874665539
60,0.00038908866192888616
61,0.0003748425186112972
62,0.0003578496991655702
63,0.0003498181329454252
64,0.00033212470162172366
65,0.0003179153626452206
66,0.00031460147211459196
67,0.0003196437934526282
68,0.0003222266615323687
69,0.00032064551626352736
70,0.0003048691440822828
71,0.000296548319504789
72,0.0002923903200965671
73,0.00029751700703520046
74,0.0003001474461136269
75,0.0003020845582167336
76,0.0003036512505503616
77,0.00030238271817973277
78,0.00030117645809195733
79,0.0003030621522223827
80,0.0003038265946511581
81,0.0003055522010979108
82,0.00031179421831999343
83,0.0003140515252687949
84,0.00031656580034131984
85,0.0003178554764601618
86,0.000314421847646527
87,0.00030886426066370113
88,0.00030310556946307096
89,0.0003025843921392553
90,0.0003056643476942601
91,0.0003089526388042631
92,0.00030854381746905224
93,0.00030523240068879026
94,0.0003019698453478583
95,0.00030005822066486845
96,0.0002953774613169467
97,0.0002935112260575162
98,0.0002932137673150935
99,0.00030745161285586185
100,0.00031400080364710263
101,0.00031819964428431196
102,0.00032850817597733414
103,0.00032982444978220556
104,0.00033052778375950093
105,0.00033502377148554347
106,0.0003350528964874004
107,0.00033533694925588694
108,0.00033712903530895143
109,0.00033655564626971867
110,0.0003365431655173763
111,0.00033815990746964423
112,0.00033886835451364244
113,0.00034091825599862676
114,0.00034375344174618485
115,0.0003432498728501764
116,0.00034216147138469544
117,0.00034073265167731314
118,0.00033976278083717906
119,0.0003390293235926229
120,0.00033843331045062687
121,0.0003377956039018595
122,0.0003387643011714456
123,0.00033908300592341557
124,0.0003387203872328491
125,0.0003394001037115646
126,0.0003390495372496549
127,0.0003383503813782939
128,0.0003336170402263175
129,0.0003311350797353546
130,0.0003289637794380824
131,0.0003344999986716778
132,0.00033831083545953785
133,0.0003420513894933767
134,0.0003438495089651505
135,0.00033708589076515396
136,0.00032882861917198303
137,0.00031715300926941236
138,0.0003158327131854013
139,0.000314980067921208
140,0.0003149407362642947
141,0.000314305980685453
142,0.00031469734455006417
143,0.00031626976351839927
144,0.00031741490541551987
145,0.00032623232077036955
146,0.0003339791865669123
147,0.00033474108220151095
148,0.00032796957040044276
149,0.0003221735002474211
150,0.00031935922450788403
151,0.00031783558419589406
152,0.00031787794960571773
153,0.0003182590045539385
154,0.0003242517135131772
155,0.00032720225004555177
156,0.00032952135205764773
157,0.00035090426031362013
158,0.00035812914530443683
159,0.00036563209347131674
160,0.0003848888668525589
161,0.00038666535074779866
162,0.00038942719077090116
163,0.00039661973683221906
164,0.00039972672346652626
165,0.00040239486289010836
166,0.000401213150392094
167,0.0003938666036312735
168,0.00037832516956064406
169,0.0003588218392334029
170,0.00035408311231783276
171,0.0003502977824284389
172,0.00034916769242577405
173,0.0003495683572021971
174,0.0003596475508100405
175,0.0003664952083482826
176,0.00036711816978659634
177,0.0003537642517390681
178,0.0003457123257742711
179,0.0003420025767499201
180,0.00035118466576119204
181,0.0003577632396424185
182,0.00036317581031437683
183,0.0003896903432705414
184,0.0003972976759115569
185,0.00040374156187665555
186,0.00042093739441842254
187,0.0004227103332540816
188,0.0004262729623058358
189,0.0004411653582979669
190,0.00044646384914740346
191,0.00045781411705046515
192,0.0004836581078304554
193,0.000492553597279064
194,0.0005139317187306851
195,0.0005480949904289836
196,0.0005618489937720419
197,0.0005977756404364715
198,0.0006388437921937979
199,0.000654959788874208
200,0.0007004327258563603
201,0.0007386269932555691
202,0.0007545946623057231
203,0.0008115047990640601
204,0.0008429686150226183
205,0.0008536284825723493
206,0.0008646169011796436
207,0.0008605218217093909
208,0.0008526249093182625
209,0.0007735332665896025
210,0.0007390015619134581
211,0.0007101094724188157
212,0.0006014170691504975
213,0.0005756481868855786
214,0.0005460702160146533
215,0.0004831449214994582
216,0.0004720003595742334
217,0.0004571484590703889
218,0.000432547576545546
219,0.0004272333910161253
220,0.00041966262897600356
221,0.00041061638684264547
222,0.0004090202091576977
223,0.00040583084858401386
224,0.0004011620684209389
225,0.00039753746413115874
226,0.00038954393912728295
227,0.00038243552005678267
228,0.00037940008226920415
229,0.0003747935062147598
230,0.00037241920743020965
231,0.00037169793876275567
232,0.0003780728518928265
233,0.000380366008743596
234,0.00038060233468660196
235,0.0003753758942513896
236,0.0003724962394322787
