,r11c5
0,0.00038853253221087143
1,0.00035900209159464856
2,0.00034745196282278936
3,0.0003305598114440281
4,0.00030505778877790076
5,0.00029713526199178164
6,0.0002793049489831772
7,0.00025275426317866484
8,0.00023969966847202663
9,0.00021565380487135365
10,0.00019348488338249848
11,0.00018549706769650456
12,0.00017609685489152106
13,0.00017347656216055426
14,0.00017583811645564137
15,0.0001934553604955186
16,0.00020232851696177758
17,0.0002049774771076601
18,0.00021001227603433166
19,0.00020837654064153837
20,0.00020519238261109524
21,0.00018054552622336165
22,0.00017880014661424392
23,0.00017922153941197228
24,0.00025749927549398793
25,0.000274631541499777
26,0.0002889970652378296
27,0.0002807619453191624
28,0.0002692105424399736
29,0.00026385477767544525
30,0.000281165236692044
31,0.00030005311338880734
32,0.00033406509912612753
33,0.00037831260789416996
34,0.0003854938044313342
35,0.00041359533367742266
36,0.00045261971225394693
37,0.00047305854160148604
38,0.0005392257382631827
39,0.0006000673118994623
40,0.000628460757336293
41,0.0007202398047159276
42,0.0007763463404771215
43,0.0008000352538086434
44,0.0008625575024233843
45,0.0008918414760774647
46,0.0009090263263128991
47,0.0009931833906239313
48,0.0010120942558572272
49,0.0010224204589267497
50,0.0009559217577394272
51,0.0009219936992720604
52,0.0008791991278980818
53,0.0007424573607017064
54,0.0007002815140485097
55,0.0006347222303968266
56,0.000492265472975112
57,0.0004434692372266362
58,0.00036596608923518436
59,0.00025885366978687464
60,0.00023397643295211142
61,0.00019153917587794942
62,0.00014658914799036473
63,0.00013273197305513161
64,0.0001088313613303385
65,9.103941533373464e-05
66,8.667352093494411e-05
67,9.280468193811396e-05
68,9.44387373293855e-05
69,9.008270634147933e-05
70,5.520401455366601e-05
71,3.73564683333522e-05
72,2.8780260781787294e-05
73,4.080632688615457e-05
74,4.591421406971137e-05
75,4.92657351986627e-05
76,2.718159099136509e-05
77,1.6346607560669075e-05
78,6.047644177791929e-06
79,0.0
80,4.69928369318751e-06
81,1.3192578892294733e-05
82,3.9809286936457766e-05
83,5.1894502563524563e-05
84,6.64260970912225e-05
85,7.976789561163674e-05
86,7.327272032424991e-05
87,5.920229258480347e-05
88,4.057564247351912e-05
89,3.487851341278717e-05
90,2.7037110860496322e-05
91,2.1468615675759715e-05
92,2.0431566935760485e-05
93,2.7325798099234663e-05
94,3.3246017892917704e-05
95,3.4958813117157874e-05
96,3.325738839075763e-05
97,3.706949931935548e-05
98,4.3603758759154135e-05
99,0.00013930456492401765
100,0.00018140945471987628
101,0.000207770593397119
102,0.00021368671056520074
103,0.00020193738421312693
104,0.00018928537101957238
105,0.00019187594064669315
106,0.00020409040718173346
107,0.0002204069350705196
108,0.00026176606072391643
109,0.0002684163731399073
110,0.0002843741306062144
111,0.00032466480805455096
112,0.0003419417398468482
113,0.00038109367476859765
114,0.0004425828771605075
115,0.0004660583593127899
116,0.0005228137069292772
117,0.0005823011774972027
118,0.000597316568779479
119,0.0006217319235057329
120,0.0006307367680652714
121,0.0006229636940689132
122,0.0005438405186078886
123,0.00048702958350876457
124,0.0004575700196631335
125,0.00038889880166506174
126,0.00035972066992700363
127,0.00034389827726369874
128,0.00030090223311784553
129,0.0002875733959092798
130,0.000277899007948042
131,0.0002570422531948643
132,0.0002544688476136264
133,0.0002530895536232129
134,0.00026489284752146146
135,0.00027540257665104457
136,0.00029136391981940776
137,0.0003223829728349229
138,0.0003246758745867851
139,0.00033338756525131856
140,0.00035329816790154325
141,0.00036508236839138123
142,0.00039918199451144387
143,0.00044475916168864574
144,0.00046288235556925613
145,0.000524539812934805
146,0.0005734125679291891
147,0.0005770862561971938
148,0.000510460126075379
149,0.000454119755216139
150,0.0004262327128382202
151,0.0003508902324593524
152,0.0003166070620776958
153,0.0003008576393613099
154,0.0003095549508145522
155,0.00031727112681787775
156,0.0003241019074363384
157,0.00029926638851585254
158,0.0002806978759220173
159,0.00026111506468462937
160,0.00022010484422267396
161,0.000216431847612934
162,0.00021352287856414885
163,0.00021571468900017475
164,0.00022199290747132577
165,0.0002322642147164762
166,0.0002486627587142213
167,0.00025299439600722586
168,0.0002566895984875673
169,0.00025452716532625507
170,0.0002453721035125578
171,0.00021376818062816136
172,0.00018329218855958374
173,0.00017739744363187918
174,0.0001941920493534871
175,0.00020898973209620313
176,0.00021262876464484294
177,0.0001982545769769491
178,0.00019053588916203098
179,0.00018835356172484388
180,0.00022683118444317486
181,0.000248112362549372
182,0.0002639371214120033
183,0.00030038035875564574
184,0.0003086545209631982
185,0.00031566651604699304
186,0.000368211412179053
187,0.0003875844325438574
188,0.00041051314063641326
189,0.000451563058642452
190,0.00045014131867642985
191,0.0004530921876548252
192,0.0004690191117237562
193,0.0004797727413992893
194,0.0005086567909641449
195,0.0005585156140239648
196,0.0005828402887114184
197,0.0006445897730292302
198,0.0007136804817648026
199,0.0007392062392303267
200,0.0008035720847479168
201,0.0008543627171024651
202,0.0008729582589732209
203,0.0009230891221494415
204,0.0009475278476444265
205,0.0009532439663648294
206,0.0009344675376563385
207,0.0009158978055597736
208,0.0008992799694890728
209,0.0008012523357344668
210,0.0007603768794249155
211,0.0007265931045118579
212,0.0005764885906504167
213,0.0005383801860346675
214,0.000494433166379542
215,0.00039920296267778225
216,0.00038278876536141645
217,0.00035984869951209404
218,0.00031892748454787713
219,0.0003093051893748862
220,0.0002948458185312427
221,0.00027700922599365667
222,0.00027475512991074715
223,0.0002699549487480528
224,0.0002629524184615636
225,0.00025783605846426495
226,0.0002477100540592876
227,0.00024199398994348463
228,0.00024372402748020077
229,0.0002585907486386473
230,0.0002671938307540999
231,0.0002684108944783901
232,0.0002505063192140039
233,0.0002425868320839425
234,0.0002399012686546342
235,0.00025851861596225923
236,0.0002648125969612306
237,0.0002687116748158396
238,0.00024811478335329826
239,0.00024291107419778968
240,0.00023958465298323128
241,0.00026343106418222367
242,0.000277464209721053
243,0.0003022540427930064
244,0.00037259758126576394
245,0.00039596918726761827
246,0.00042789489505886915
247,0.0004672665406888396
248,0.00046937853740143336
249,0.0004761329443862518
250,0.0004892149141989429
251,0.0005002020149418565
252,0.0005176804923121615
253,0.0005266553953494548
254,0.0005211199450483879
255,0.0004969905364099603
256,0.00047447904386324516
257,0.0004607979159780481
258,0.000421955989571121
259,0.0004045473878870774
260,0.00039907365898536227
261,0.00040349976223608917
262,0.0004079490178371481
263,0.0004119384663044915
264,0.00044116821759093125
265,0.0004479222969481506
266,0.00045337449343599566
267,0.00046520632733842705
268,0.000464678064238046
269,0.0004605216531059266
270,0.00043411332149319586
271,0.00042481244719639374
272,0.00041307709962187886
273,0.00039805621147655213
274,0.00039613946261145126
275,0.00039389359362158427
276,0.00039215787720648477
277,0.00039235265181411234
278,0.0003898567301600468
279,0.0003849146862469693
280,0.0003809328278190036
