,r1c9
0,0.00018400625791327343
1,0.00016874656550695206
2,0.0001699132853226012
3,0.00019072255332824758
4,0.0002550331340650799
5,0.0002837027449933152
6,0.00031987152653926797
7,0.00034598307742958944
8,0.00033647027674426385
9,0.0003181756439929975
10,0.0002998306588085204
11,0.00029128391988646375
12,0.0002883692585735242
13,0.00029690223361682335
14,0.0003100711776031184
15,0.0003683913018330902
16,0.00040004989901955534
17,0.00041298342481095504
18,0.0004399420789522734
19,0.00044624813967536616
20,0.00044738907888268583
21,0.00042807169344022026
22,0.0004295492940745945
23,0.00043317696493854765
24,0.0005481907800323424
25,0.0005696075379044764
26,0.000580588705743888
27,0.0005139904667791226
28,0.0004794041249765152
29,0.0004506005117688935
30,0.00045243121937992253
31,0.0004834478205034875
32,0.0005469952525708216
33,0.0006407163065954288
34,0.0006690880184297007
35,0.0007536729449439526
36,0.0008612984927619296
37,0.000911843620275453
38,0.0010693931434401492
39,0.0012171755541345959
40,0.0012910058124172106
41,0.0015361420167644242
42,0.0016960236387249972
43,0.0017734477422507071
44,0.0020216188056801127
45,0.0021174561347869734
46,0.0021584563425121224
47,0.0021687405501942007
48,0.0021370861685130376
49,0.0021012380193161473
50,0.0017489773942318582
51,0.0016396150988607905
52,0.0015103986877227805
53,0.0011767771986724582
54,0.0011011816086634516
55,0.0009997485873450454
56,0.0008253548598304855
57,0.0007968786339382539
58,0.0007486897402581925
59,0.0006777199105588598
60,0.000658175730931141
61,0.000619202145156206
62,0.0005728265282266956
63,0.0005548394038899126
64,0.0005115995032766778
65,0.00047101224238778534
66,0.0004534452058516622
67,0.0004072010111091365
68,0.00037406411239705403
69,0.0003577401420328467
70,0.00031127697464502585
71,0.00028761972141512184
72,0.0002750378703443587
73,0.00024690246043741895
74,0.00023713339766110185
75,0.000230759045752115
76,0.00022259851822063986
77,0.0002202642659618134
78,0.00021746139172321038
79,0.0002009846676994053
80,0.00019243091986491872
81,0.00018014705930871587
82,0.00015013954857603367
83,0.00013492337237384292
84,0.00011953034810584581
