,r7c6
0,5.28428787010046e-05
1,0.00019044948088242907
2,0.00023994022353049927
3,0.00031055608403301235
4,0.0004095570087521288
5,0.00042499490409521904
6,0.00042049910683453944
7,0.00037899924995824516
8,0.0003350231453780724
9,0.0002520306404624141
10,0.00017745275430961302
11,0.00015496231939570042
12,0.00012955787710073328
13,0.0001278739905407888
14,0.00014267800918709957
15,0.00021593331813056938
16,0.00025519629734416965
17,0.00027043123338175664
18,0.0002940730906105637
19,0.0003035293863098295
20,0.0003095111814475368
21,0.00033416684551607827
22,0.0003404003390279574
23,0.00034508927202652693
24,0.00033607930108017965
25,0.0003405049649103862
26,0.00035739148214377644
27,0.00046212243031622236
28,0.0005005367094925243
29,0.0005468108568839882
30,0.0006012422186864321
31,0.0005973871159716966
32,0.0005998582563978854
33,0.0006155987884899981
34,0.0006316808361770853
35,0.0006588231091252963
36,0.0006794856884529117
37,0.0006764577203565223
38,0.0006736688534972283
39,0.0006826141281867193
40,0.0007000282589731914
41,0.0007900477792895923
42,0.0008423628587183263
43,0.0008590032002797354
44,0.0008711168565469742
45,0.0008646571888310031
46,0.0008536779957843214
47,0.000750348066741701
48,0.0007126612447402262
49,0.00068405885241773
50,0.0006333790915374193
51,0.0006265601915933404
52,0.0006186372888193262
53,0.0005992676449410546
54,0.0005933537717092706
55,0.0005754187230352045
56,0.0005114348581063962
57,0.00047248392378493065
58,0.00041552324990778175
59,0.00034544211404833924
60,0.00033813143702357865
61,0.0003275141153724233
62,0.0003144156953254213
63,0.00030455618127440585
64,0.00028574771480522823
65,0.00028165623554938927
66,0.0002973519628872258
67,0.0004141763459284031
68,0.0004775429389221065
69,0.00047770602969387566
70,0.00031074465010139064
71,0.0002184916488285103
72,0.0001710252575557388
73,0.00011605103001184037
74,0.00011493312267948736
75,0.00012252646308762665
76,0.00025181609814435183
77,0.00029755059689057104
78,0.0003432342794456164
79,0.00044065012754420225
80,0.0004490040332380664
81,0.00045679435450440397
82,0.00045730744041831635
83,0.00043983632316499296
84,0.0004240005366784608
85,0.00042213331351150424
86,0.0004425374132708864
87,0.0004864720975846299
88,0.0005419109493307186
89,0.0005532492524218315
90,0.0005635561420053857
91,0.0005626064327224914
92,0.000551863041953632
93,0.00047837904182232855
94,0.0004314263840369564
95,0.00042957216121320953
96,0.0005401183926086438
97,0.000613767585070957
98,0.0006535287926633729
99,0.0007497323954127621
100,0.0007795351934861748
101,0.000792699873741096
102,0.0007724452779286247
103,0.0007551775354053057
104,0.0007381395226310729
105,0.0006980948366901542
106,0.0006929592123876357
107,0.000685689063688464
108,0.0006644918330279841
109,0.0006563363902803176
110,0.0006432193738777093
111,0.0006189334131783761
112,0.0006120766118577591
113,0.0005979715693712176
114,0.000576361699997508
115,0.0005671659121155101
116,0.0005434701963219773
117,0.0005140519713712372
118,0.0004989708645827193
119,0.0004447432807164131
120,0.0003984338344607266
121,0.0003814159697747952
122,0.0003467655098883049
123,0.0003290214220826819
124,0.0003231969384288319
125,0.00034089609929650205
126,0.00035027544371613023
127,0.0003555987543645541
128,0.00034404656874723353
129,0.0003314021710247872
130,0.00031891714969033597
131,0.00021552191347247533
132,0.00017312179504728055
133,0.00013080419947738466
134,9.994865462644692e-05
135,0.0001482095574758637
136,0.00020779977069778233
137,0.00028957146518850157
138,0.0002799584078319239
139,0.0002577615436382164
140,0.0002183811336928606
141,0.00020459391538636538
142,0.00018214356893680506
143,0.0001640384650213931
144,0.0001678326347365174
145,0.00021796930139189778
146,0.00026586162496193273
147,0.00027506087064198373
148,0.00023620010787398353
149,0.00020868897462393403
150,0.00020291122622645332
151,0.00028928230529902827
152,0.00033828169850928563
153,0.0003646012843249854
154,0.00033519458129496586
155,0.00030975672176439874
156,0.00028661730825125636
157,0.00026885956031056914
