,r3c10
0,0.0005721231611485504
1,0.000623207299083431
2,0.0006369604762912738
3,0.0006524157156474451
4,0.0006667621726548053
5,0.0006661086304819788
6,0.000674806099813233
7,0.0006955941926478165
8,0.000709551003626295
9,0.0007429966208128785
10,0.0007775426627928509
11,0.0007913182867683674
12,0.000828807427894445
13,0.000858133530035532
14,0.0008711014435989625
15,0.0009075036493193507
16,0.0009280470403956485
17,0.0009380918356352672
18,0.0009664563923608704
19,0.0009699252044030859
20,0.0009671058557267441
21,0.0009115700732272911
22,0.0008967903296225437
23,0.0008854961398297256
24,0.0008966269907323579
25,0.0008984230520526784
26,0.0008954121993910829
27,0.0008577497756166931
28,0.0008417077079072956
29,0.0008217519316208586
30,0.0007963009360145408
31,0.0007957641463583734
32,0.0007900331160130089
33,0.0007748236580993165
34,0.0007618574773623694
35,0.0007446444721511544
36,0.0007355004800940689
37,0.0007417784171363754
38,0.0007637120815589504
39,0.0007804864683989839
40,0.0007837090724568168
41,0.0007779348014259811
42,0.0007686464782522862
43,0.0007599992608890426
44,0.0007152394464284783
45,0.0006968779371536851
46,0.0006885825502136875
47,0.0006988500669741252
48,0.0007003625712346348
49,0.0007005565145063996
50,0.0006376313867172349
51,0.0006150557900592704
52,0.0005883502813969108
53,0.0005190561232101653
54,0.0005034821852399001
55,0.0004818602563016387
56,0.00044274564395778654
57,0.0004364034190529561
58,0.0004167673892409584
59,0.0003737568764445394
60,0.00034901123452289333
61,0.00030793840828820387
62,0.00027182826380682843
63,0.0002741158480238036
64,0.00029659883177096246
65,0.0003157916312274468
66,0.00031558913045874235
67,0.0002840180849615994
68,0.0002611918016292652
69,0.0002537423539194584
70,0.00025039639927489635
71,0.0002528920692936254
72,0.00025675660558684767
73,0.0002909879529480507
74,0.00030331234807338774
75,0.00031120305338240404
76,0.0002919234126602464
77,0.00028293074967287535
78,0.00027537603941893624
79,0.0002919232527070326
80,0.000308915389188822
81,0.00033179850922980254
82,0.00037926209284028424
83,0.0003884585628809393
84,0.00040463143233094353
85,0.00043336963976404563
86,0.000443917821097011
87,0.000466310351301751
88,0.0004964685967083363
89,0.000507388735910621
90,0.0005316143965929858
91,0.0005538680340903863
92,0.0005597956202766747
93,0.0005649082714973858
94,0.0005685531920280242
95,0.0005716495263529754
96,0.0005868405629882088
97,0.0005981443766327254
98,0.00060583342092741
99,0.000637423274256612
100,0.0006534872422268693
101,0.0006650908881707039
102,0.0007323132256964917
103,0.0007564839557793417
104,0.0007776042581096085
105,0.0008259753629376042
106,0.0008287327564024569
107,0.0008333235869219278
108,0.0008504193464274079
109,0.0008591786776641094
110,0.0008729091948333269
111,0.0008974228646066209
112,0.0009032669952035953
113,0.0009175027779164219
114,0.0009428624269082102
115,0.0009580490648300632
116,0.0009970049102797582
117,0.0010350380389566255
118,0.0010381032357226186
119,0.000992747808811502
120,0.0009534997421695806
121,0.0009478233358467378
122,0.0009937667507718805
123,0.0010294881289670506
124,0.0010481081226353874
125,0.0010902581804474608
126,0.0011066050256763706
127,0.0011143985327491184
128,0.0011224381944885107
129,0.0011211073570906048
130,0.001118760790126031
131,0.0011008083212072958
132,0.0010943039304025142
133,0.001085819105539608
134,0.0010573644951546205
135,0.001046227126158525
136,0.0010326789423236353
137,0.0010148008249904604
138,0.0010176900732212443
139,0.001018850200551694
140,0.0010132066912731615
141,0.001002131997278017
142,0.0009720839329768892
143,0.0009368393753121364
144,0.0009307714968278876
145,0.000941512395124645
146,0.000951157600577256
147,0.0009465337130602611
148,0.0008875129765734304
149,0.0008419765226125657
150,0.0008213763081570558
151,0.0007814201419669586
152,0.0007638630773928027
153,0.0007556359238279366
154,0.0007356179390707556
155,0.0007267397226078774
156,0.0007199079342332619
157,0.0006650634428650981
158,0.0006444305446362298
159,0.0006235721656936039
160,0.0005831614657875495
161,0.0005839718287570983
162,0.0005852630244168442
163,0.0005887744506611099
164,0.0005905287375337528
165,0.0005912436484229506
